fips,slope.unavailable.best.cv,water.unavailable.best.cv,wetlands.unavailable.best.cv
01001,9.08951867128133,1.88017498235436,7.49352678039799
01003,0.875431358325581,16.5228239664568,21.5637218204303
01043,23.7361020652668,2.78639881847088,2.37742009363603
01047,11.0929621381098,1.92563449638743,10.5113863287245
01049,26.1996285375174,2.29066199757995,1.39532634860018
01081,10.7748878825131,2.38070050865443,5.06347253559829
01097,0.844320541996817,16.1946225753834,21.4778775348115
01101,9.08951867128133,1.88017498235436,7.49352678039799
01121,25.4304791796105,2.32932477234623,1.46093931333004
01125,18.7083975305594,2.06237510759928,9.17793379238918
01127,24.797404910336,1.71460135775661,3.9967459881728
04011,68.6536986311419,0.0123765053300793,0.186512806767578
05001,1.17478234065886,2.5211518947667,16.9994145614636
05003,0.810271788781824,1.51903064472061,16.4688887273066
05005,35.0702207612426,1.69605711402944,0.213023159354198
05007,38.983708652922,1.17423932243838,0.394452698197302
05009,43.8036836247336,2.00180000325585,0.303751265940765
05015,32.0438267649125,2.50369134862754,0.656624127190011
05019,11.8130718754422,2.00637222983305,9.15810208585386
05021,4.25107769500147,2.24959013147979,6.73328792151871
05023,10.2073316892093,3.30422406698609,9.93826614526481
05027,1.09512783663363,2.24266865334524,12.9220786776764
05029,33.953806107516,2.31144356692244,1.41477816676957
05031,3.87391893416022,2.24868522892185,8.09853127112379
05033,27.8589758778245,2.07238461242596,0.934929982928006
05035,2.61262438920619,3.10793106669139,10.4903270772221
05037,1.09324365558314,3.22906682916096,14.0104326404885
05041,1.7277978359407,4.67993699705609,17.5333927869448
05043,2.80586545118841,2.76665028998534,18.5192207038396
05045,10.0249014222383,2.98112492398727,9.35740132392536
05051,17.4501392624038,2.37270052827207,6.96459382240237
05055,4.25107769500147,2.24959013147979,6.73328792151871
05059,11.811976397472,2.37930016338284,9.37461111096144
05061,2.78154039782812,2.70857286455089,9.17770129593052
05063,15.5979861465917,1.71114650573295,4.75564923510043
05069,1.17478234065886,2.5211518947667,16.9994145614636
05075,3.87391893416022,2.24868522892185,8.09853127112379
05085,10.2073316892093,3.30422406698609,9.93826614526481
05087,57.6419135745056,1.19366395265267,0.258065550759996
05091,2.78154039782812,2.70857286455089,9.17770129593052
05093,1.18194595852649,2.67719837950485,9.31806206884376
05097,11.811976397472,2.37930016338284,9.37461111096144
05105,10.2073316892093,3.30422406698609,9.93826614526481
05111,3.87391893416022,2.24868522892185,8.09853127112379
05113,33.953806107516,2.31144356692244,1.41477816676957
05115,33.953806107516,2.31144356692244,1.41477816676957
05119,10.2073316892093,3.30422406698609,9.93826614526481
05123,1.09324365558314,3.22906682916096,14.0104326404885
05125,10.2073316892093,3.30422406698609,9.93826614526481
05127,33.953806107516,2.31144356692244,1.41477816676957
05129,33.953806107516,2.31144356692244,1.41477816676957
05131,27.8589758778245,2.07238461242596,0.934929982928006
05135,15.5979861465917,1.71114650573295,4.75564923510043
05141,33.953806107516,2.31144356692244,1.41477816676957
